prodvec,modelvec,newmodv,model_year,id,firmid,market,hpwt,space,air,mpd,price,mpg,quantity,share,share_out,year,domestic,japan,european
FDGRNA,FDGRNA,FDGRNA77,77,1053,18,8,0.310698,1.4652,0,2.043582,6.733129,2.1,219.026,0.002832,0.877832,78,1,0,0
FDLTDI,FDLTDI,FDLTDI78,78,1055,18,8,0.346074,1.738,0,1.459701,8.009202,1.5,138.947,0.001797,0.877832,78,1,0,0
FDTHNB,FDTHNB,FDTHNB77,77,1057,18,8,0.342974,1.7064,0,1.459701,8.432515,1.5,304.43,0.003937,0.877832,78,1,0,0
LCVERS,LCVERS,LCVERS77,77,1058,18,8,0.353818,1.5075,1,1.557015,19.216258,1.6,15.747,0.000204,0.877832,78,1,0,0
LCCONT,LCCONT,LCCONT77,77,1059,18,8,0.356223,1.864,1,1.265075,15.944785,1.3,97.009,0.001254,0.877832,78,1,0,0
LCMARK,LCMARK,LCMARK77,77,1060,18,8,0.363477,1.848,1,1.265075,18.892638,1.3,75.731,0.000979,0.877832,78,1,0,0
MCBOBC,MCBOBC,MCBOBC76,76,1061,18,8,0.368355,1.19,0,2.432836,5.874233,2.5,30.201,0.000391,0.877832,78,1,0,0
MCZEPH,MCZEPH,MCZEPH78,78,1064,18,8,0.336649,1.3968,0,2.238209,5.924847,2.3,120.781,0.001562,0.877832,78,1,0,0
MCMONA,MCMONA,MCMONA77,77,1068,18,8,0.312701,1.4652,0,2.043582,6.83589,2.1,78.824,0.001019,0.877832,78,1,0,0
MCCOUG,MCCOUG,MCCOUG77,77,1070,18,8,0.348233,1.738,0,1.459701,7.943252,1.5,194.938,0.002521,0.877832,78,1,0,0
MCMARQ,MCMARQ,MCMARQ78,78,1071,18,8,0.335028,1.832,0,1.265075,9.124233,1.3,136.719,0.001768,0.877832,78,1,0,0
ODSTRF,ODSTRF,ODSTRF78,78,1072,19,8,0.376884,1.188,0,1.557015,6.280675,1.6,18.351,0.000237,0.877832,78,1,0,0
ODOMEG,ODOMEG,ODOMEG73,73,1075,19,8,0.334076,1.46,0,1.557015,6.279141,1.6,42.86,0.000554,0.877832,78,1,0,0
ODCUTL,ODCUTL,ODCUTL75,75,1077,19,8,0.34202,1.4184,0,1.557015,6.967791,1.6,520.279,0.006728,0.877832,78,1,0,0
ODDELT,ODDELT,ODDELT77,77,1080,19,8,0.304436,1.6786,0,1.654328,8.641104,1.7,273.384,0.003535,0.877832,78,1,0,0
OD98,OD98,OD9878,78,1084,19,8,0.446781,1.7017,0,1.459701,11.27454,1.5,123.431,0.001596,0.877832,78,1,0,0
ODTORN,ODTORN,ODTORN78,78,1085,19,8,0.4109,1.824,0,1.265075,14.435583,1.3,28.039,0.000363,0.877832,78,1,0,0
PLHORI,PLHORI,PLHORI78,78,1086,16,8,0.34965,1.1055,0,2.238209,6.09816,2.3,118.993,0.001539,0.877832,78,1,0,0
PLARRO,PLARRO,PLARRO76,76,1087,16,8,0.381609,1.0752,0,2.82209,6.45092,2.9,26.825,0.000347,0.877832,78,1,0,0
PLVOLA,PLVOLA,PLVOLA76,76,1089,16,8,0.314961,1.4948,0,1.946269,5.980061,2,210.125,0.002717,0.877832,78,1,0,0
PLSAPO,PLSAPO,PLSAPO78,78,1092,16,8,0.427699,1.2328,0,2.82209,9.33589,2.9,11.737,0.000152,0.877832,78,1,0,0
PLFURY,PLFURY,PLFURY77,77,1093,16,8,0.302613,1.7004,0,1.751642,6.634969,1.8,61.358,0.000793,0.877832,78,1,0,0
PTSUNB,PTSUNB,PTSUNB77,77,1096,19,8,0.319309,1.1748,0,2.335522,5.506135,2.4,90.438,0.00117,0.877832,78,1,0,0
PTPHOE,PTPHOE,PTPHOE77,77,1098,19,8,0.331335,1.5096,0,1.557015,6.122699,1.6,58.28,0.000754,0.877832,78,1,0,0
PTLEMA,PTLEMA,PTLEMA72,72,1101,19,8,0.344601,1.4527,0,1.557015,6.920245,1.6,125.02,0.001617,0.877832,78,1,0,0
OD98,OD98,OD9878,78,1102,19,8,0.315375,1.7017,0,2.043582,12.478528,2.1,123.431,0.001596,0.877832,78,1,0,0
PTLEMA,PTLEMA,PTLEMA78,78,1103,19,8,0.457702,1.4527,0,1.654328,7.165644,1.7,125.02,0.001617,0.877832,78,1,0,0
PTFIRB,PTFIRB,PTFIRB72,72,1105,19,8,0.32268,1.4578,0,1.557015,7.044479,1.6,188.212,0.002434,0.877832,78,1,0,0
PTGRNP,PTGRNP,PTGRNP78,78,1111,19,8,0.3386,1.4746,0,1.557015,7.484663,1.6,224.195,0.002899,0.877832,78,1,0,0
AD5000,AD5000,AD500078,78,1764,7,8,0.397991,1.33,0,1.459701,13.466258,1.5,20.761,0.000268,0.877832,78,0,0,1
ADFOX,ADFOX,ADFOX75,75,1765,7,8,0.378641,1.0899,0,2.238209,9.361963,2.3,19.584,0.000253,0.877832,78,0,0,1
BW733I,BW733I,BW733I78,78,1767,8,8,0.465789,1.4058,1,1.362388,32.768405,1.4,1.632,0.000021,0.877832,78,0,0,1
DTB210,DTB210,DTB21077,77,1768,2,8,0.416884,0.9943,0,3.503284,6.407975,3.6,133.785,0.00173,0.877832,78,0,1,0
DT510,DT510,DT51078,78,1769,2,8,0.486295,1.071,0,2.432836,7.604294,2.5,57.826,0.000748,0.877832,78,0,1,0
DTF10S,DTF10S,DTF10S77,77,1770,2,8,0.383142,0.948,0,2.724776,6.622699,2.8,27.919,0.000361,0.877832,78,0,1,0
DTG810,DTG810,DTG81078,78,1771,2,8,0.604158,1.1895,0,1.557015,11.131902,1.6,21.351,0.000276,0.877832,78,0,1,0
FT128,FT128,FT12876,76,1772,17,8,0.321244,0.9796,0,1.946269,5.667178,2,13.798,0.000178,0.877832,78,0,0,1
FTBRAV,FTBRAV,FTBRAV78,78,1775,17,8,0.362105,1.1245,0,1.654328,7.661043,1.7,20.403,0.000264,0.877832,78,0,0,1
HDCIVI,HDCIVI,HDCIVI76,76,1777,3,8,0.322981,0.876,0,2.82209,4.992331,2.9,154.035,0.001992,0.877832,78,0,1,0
HDACCO,HDACCO,HDACCO76,76,1780,3,8,0.348182,1.0432,0,3.211343,7.820552,3.3,120.841,0.001563,0.877832,78,0,1,0
MZGLC,MZGLC,MZGLC78,78,1781,4,8,0.26943,0.9856,0,3.40597,4.82362,3.5,52.877,0.000684,0.877832,78,0,1,0
MB230,MB230,MB23078,78,1783,9,8,0.201954,1.316,0,1.654328,23.021472,1.7,0.593,0.000008,0.877832,78,0,0,1
MB240D,MB240D,MB240D74,74,1784,9,8,0.201299,1.337,0,2.530149,22.809816,2.6,7.348,0.000095,0.877832,78,0,0,1
MB300D,MB300D,MB300D75,75,1785,9,8,0.227474,1.3348,0,2.140896,29.325153,2.2,10.694,0.000138,0.877832,78,0,0,1
MB280E,MB280E,MB280E77,77,1786,9,8,0.402349,1.3561,0,1.362388,30.231595,1.4,1.907,0.000025,0.877832,78,0,0,1
MB450S,MB450S,MB450S74,74,1787,9,8,0.458599,1.554,1,1.167761,44.703988,1.2,5.579,0.000072,0.877832,78,0,0,1
PG504,PG504,PG50478,78,1789,14,8,0.291391,1.1682,0,1.654328,11.48773,1.7,7.267,0.000094,0.877832,78,0,0,1
PS924C,PS924C,PS924C78,78,1791,12,8,0.40529,1.139,0,1.946269,18.397239,2,10.433,0.000135,0.877832,78,0,0,1
PST911,PST911,PST91178,78,1792,12,8,0.742981,1.0985,0,1.459701,31.863497,1.5,4.484,0.000058,0.877832,78,0,0,1
PS928C,PS928C,PS928C78,78,1793,12,8,0.696565,1.3213,0,1.167761,43.711656,1.2,1.535,0.00002,0.877832,78,0,0,1
SA99L,SA99L,SA99L78,78,1794,11,8,0.425101,1.1591,0,2.140896,9.199387,2.2,8.043,0.000104,0.877832,78,0,0,1
SBDL,SBDL,SBDL74,74,1796,5,8,0.317848,0.9796,0,3.016716,5.949387,3.1,10.429,0.000135,0.877832,78,0,1,0
TYCORO,TYCORO,TYCORO78,78,1798,1,8,0.341686,1.0395,0,2.724776,6.239264,2.8,212.757,0.002751,0.877832,78,0,1,0
TYCORO,TYCORO,TYCORO78,78,1800,1,8,0.35225,1.1072,0,1.946269,7.529141,2,34.823,0.00045,0.877832,78,0,1,0
TYCELI,TYCELI,TYCELI71,71,1801,1,8,0.4,1.1136,0,1.946269,8.065951,2,167.366,0.002164,0.877832,78,0,1,0
TYCRES,TYCRES,TYCRES78,78,1802,1,8,0.40104,1.2395,1,1.946269,11.332822,2,12.484,0.000161,0.877832,78,0,1,0
VWRABB,VWRABB,VWRABB78,78,1803,7,8,0.363171,0.9984,0,2.530149,7.421779,2.6,126.343,0.001634,0.877832,78,0,0,1
VWDASH,VWDASH,VWDASH74,74,1805,7,8,0.364486,1.0899,0,2.238209,9.317485,2.3,28.739,0.000372,0.877832,78,0,0,1
VWSCRO,VWSCRO,VWSCRO78,78,1807,7,8,0.376059,0.9984,0,2.432836,9.34816,2.5,28.137,0.000364,0.877832,78,0,0,1
VWBEET,VWBEET,VWBEET74,74,1808,7,8,0.223409,0.976,0,2.043582,8.734663,2.1,9.932,0.000128,0.877832,78,0,0,1
VV244,VV244,VV24475,75,1809,6,8,0.34375,1.2931,0,1.848955,10.958589,1.9,13.612,0.000176,0.877832,78,0,0,1
VVGL,VVGL,VVGL78,78,1810,6,8,0.385965,1.2931,1,1.459701,15.71319,1.5,8.621,0.000111,0.877832,78,0,0,1
RNLECA,RNLECA,RNLECA77,77,1811,24,8,0.337648,0.852,0,2.530149,5.495399,2.6,14.403,0.000186,0.877832,78,0,0,1
AMSPIR,AMSPIR,AMSPIR79,79,1113,15,9,0.321414,1.2024,0,1.768771,5.307163,2.2,54.356,0.000673,0.895517,79,1,0,0
AMCONC,AMCONC,AMCONC78,78,1117,15,9,0.306227,1.3392,0,1.447176,6.183196,1.8,85.432,0.001058,0.895517,79,1,0,0
AMPACE,AMPACE,AMPACE79,79,1120,15,9,0.319183,1.3321,0,1.366777,6.940771,1.7,8.168,0.000101,0.895517,79,1,0,0
BKSKYH,BKSKYH,BKSKYH75,75,1124,19,9,0.385463,1.188,0,1.286379,6.280992,1.6,18.768,0.000232,0.895517,79,1,0,0
BKSKYL,BKSKYL,BKSKYL79,79,1126,19,9,0.396704,1.4673,0,1.286379,6.202479,1.6,115,0.001424,0.895517,79,1,0,0
BKCNTS,BKCNTS,BKCNTS78,78,1127,19,9,0.343924,1.4308,0,1.447176,6.915978,1.8,62.21,0.00077,0.895517,79,1,0,0
BKREGA,BKREGA,BKREGA79,79,1130,19,9,0.346649,1.46,0,1.447176,7.447658,1.8,249.379,0.003087,0.895517,79,1,0,0
BKLSAB,BKLSAB,BKLSAB76,76,1132,19,9,0.332466,1.7082,0,1.447176,8.415978,1.8,129.554,0.001604,0.895517,79,1,0,0
BKELCT,BKELCT,BKELCT77,77,1135,19,9,0.404594,1.8174,0,1.20598,12.22865,1.5,88.195,0.001092,0.895517,79,1,0,0
BKRIVE,BKRIVE,BKRIVE77,77,1136,19,9,0.412344,1.4697,0,1.286379,14.716253,1.6,51.402,0.000636,0.895517,79,1,0,0
CDSEVI,CDSEVI,CDSEVI76,76,1137,19,9,0.406699,1.4688,1,1.125581,22.347107,1.4,45.317,0.000561,0.895517,79,1,0,0
CDELDR,CDELDR,CDELDR79,79,1141,19,9,0.448312,1.4688,1,1.125581,20.203857,1.4,62.553,0.000774,0.895517,79,1,0,0
CVCHEV,CVCHEV,CVCHEV79,79,1145,19,9,0.340301,1.0106,0,2.331561,5.608815,2.9,375.724,0.004651,0.895517,79,1,0,0
CVNOVA,CVNOVA,CVNOVA76,76,1146,19,9,0.361749,1.4381,0,1.527575,5.585399,1.9,308.437,0.003818,0.895517,79,1,0,0
CVMONZ,CVMONZ,CVMONZ77,77,1148,19,9,0.349243,1.188,0,1.929568,5.30303,2.4,141.564,0.001753,0.895517,79,1,0,0
CVMALI,CVMALI,CVMALI78,78,1151,19,9,0.314592,1.3896,0,1.768771,6.769972,2.2,344.233,0.004262,0.895517,79,1,0,0
CVCAMA,CVCAMA,CVCAMA75,75,1154,19,9,0.347958,1.485,0,1.447176,7.11157,1.8,204.742,0.002535,0.895517,79,1,0,0
CVMNTC,CVMNTC,CVMNTC79,79,1156,19,9,0.309312,1.4472,0,1.768771,7.34573,2.2,265.877,0.003292,0.895517,79,1,0,0
CVCORV,CVCORV,CVCORV78,78,1163,19,9,0.578292,1.2834,0,1.045183,16.960055,1.3,38.631,0.000478,0.895517,79,1,0,0
CRLEBA,CRLEBA,CRLEBA78,78,1164,16,9,0.3003,1.5111,0,1.447176,7.546832,1.8,99.588,0.001233,0.895517,79,1,0,0
CRCORD,CRCORD,CRCORD79,79,1166,16,9,0.366848,1.6848,0,1.286379,8.72865,1.6,61.801,0.000765,0.895517,79,1,0,0
CRNEWP,CRNEWP,CRNEWP79,79,1167,16,9,0.311615,1.7238,0,1.366777,8.822314,1.7,87.451,0.001083,0.895517,79,1,0,0
DGOMNI,DGOMNI,DGOMNI78,78,1170,16,9,0.327869,1.1055,0,2.009967,6.155647,2.5,124.378,0.00154,0.895517,79,1,0,0
DGCOLT,DGCOLT,DGCOLT72,72,1171,16,9,0.39604,0.9943,0,2.653156,6.184573,3.3,62.705,0.000776,0.895517,79,1,0,0
DGASPE,DGASPE,DGASPE76,76,1174,16,9,0.321027,1.4746,0,1.447176,6.220386,1.8,117.777,0.001458,0.895517,79,1,0,0
DGMAGN,DGMAGN,DGMAGN79,79,1177,16,9,0.367347,1.6848,0,1.286379,8.318182,1.6,24.784,0.000307,0.895517,79,1,0,0
DGCHLN,DGCHLN,DGCHLN78,78,1178,16,9,0.33195,1.2144,0,2.090365,8.935262,2.6,14.166,0.000175,0.895517,79,1,0,0
DGDIPL,DGDIPL,DGDIPL78,78,1179,16,9,0.3003,1.5111,0,1.447176,7.349862,1.8,45.129,0.000559,0.895517,79,1,0,0
DGSTRE,DGSTRE,DGSTRE79,79,1181,16,9,0.308555,1.7238,0,1.366777,8.997245,1.7,28.303,0.00035,0.895517,79,1,0,0
FDFIES,FDFIES,FDFIES78,78,1183,18,9,0.389841,0.9176,0,2.251163,6.188705,2.8,78.109,0.000967,0.895517,79,1,0,0
FDPINT,FDPINT,FDPINT76,76,1184,18,9,0.377845,1.183,0,1.768771,4.730028,2.2,187.708,0.002324,0.895517,79,1,0,0
FDFRMO,FDFRMO,FDFRMO78,78,1187,18,9,0.345912,1.3774,0,1.607973,5.812672,2,338.819,0.004195,0.895517,79,1,0,0
FDMUST,FDMUST,FDMUST74,74,1190,18,9,0.361991,1.224,0,1.447176,6.190083,1.8,304.053,0.003764,0.895517,79,1,0,0
FDGRNA,FDGRNA,FDGRNA77,77,1193,18,9,0.313105,1.4652,0,1.447176,6.586777,1.8,141.737,0.001755,0.895517,79,1,0,0
FDLTD2,FDLTD2,FDLTD279,79,1195,18,9,0.345994,1.738,0,1.125581,7.797521,1.4,26.7,0.000331,0.895517,79,1,0,0
FDTHNB,FDTHNB,FDTHNB77,77,1197,18,9,0.341639,1.7222,0,1.125581,8.716253,1.4,215.698,0.00267,0.895517,79,1,0,0
LCVERS,LCVERS,LCVERS77,77,1198,18,9,0.352877,1.5075,1,1.125581,18.9573,1.4,13.586,0.000168,0.895517,79,1,0,0
LCCONT,LCCONT,LCCONT79,79,1199,18,9,0.342009,1.864,1,0.964784,16.657025,1.2,60.797,0.000753,0.895517,79,1,0,0
LCMARK,LCMARK,LCMARK79,79,1200,18,9,0.346481,1.848,1,0.964784,18.96832,1.2,56.888,0.000704,0.895517,79,1,0,0
MCBOBC,MCBOBC,MCBOBC76,76,1201,18,9,0.363036,1.19,0,1.768771,5.652893,2.2,44.674,0.000553,0.895517,79,1,0,0
MCCAPR,MCCAPR,MCCAPR79,79,1204,18,9,0.345369,1.26,0,1.607973,6.710744,2,90.85,0.001125,0.895517,79,1,0,0
MCZEPH,MCZEPH,MCZEPH78,78,1207,18,9,0.341085,1.3774,0,1.607973,6.019284,2,99.335,0.00123,0.895517,79,1,0,0
MCMONA,MCMONA,MCMONA77,77,1211,18,9,0.311797,1.485,0,1.447176,6.668044,1.8,55.347,0.000685,0.895517,79,1,0,0
MCCOUG,MCCOUG,MCCOUG77,77,1213,18,9,0.346084,1.738,0,1.125581,7.608815,1.4,125.139,0.001549,0.895517,79,1,0,0
MCMARQ,MCMARQ,MCMARQ79,79,1214,18,9,0.362665,1.6536,0,1.20598,8.797521,1.5,94.654,0.001172,0.895517,79,1,0,0
ODSTRF,ODSTRF,ODSTRF79,79,1215,19,9,0.334572,1.188,0,1.929568,5.88843,2.4,18.611,0.00023,0.895517,79,1,0,0
ODOMEG,ODOMEG,ODOMEG79,79,1218,19,9,0.368826,1.46,0,1.447176,5.896694,1.8,50.098,0.00062,0.895517,79,1,0,0
ODCUTL,ODCUTL,ODCUTL75,75,1220,19,9,0.373377,1.4256,0,1.447176,6.939394,1.8,113.465,0.001405,0.895517,79,1,0,0
ODDELT,ODDELT,ODDELT77,77,1226,19,9,0.329702,1.6786,0,1.447176,8.556474,1.8,223.699,0.002769,0.895517,79,1,0,0
OD98,OD98,OD9878,78,1230,19,9,0.415584,1.7017,1,1.20598,12.114325,1.5,92.075,0.00114,0.895517,79,1,0,0
ODTORN,ODTORN,ODTORN79,79,1232,19,9,0.442241,1.4832,1,1.286379,14.750689,1.6,46.845,0.00058,0.895517,79,1,0,0
PLCHAM,PLCHAM,PLCHAM79,79,1235,16,9,0.404624,0.9891,0,2.733555,6.095041,3.4,27.031,0.000335,0.895517,79,1,0,0
PLHORI,PLHORI,PLHORI78,78,1236,16,9,0.327869,1.1055,0,2.009967,6.155647,2.5,146.74,0.001817,0.895517,79,1,0,0
PLARRO,PLARRO,PLARRO76,76,1237,16,9,0.366667,1.0752,0,2.251163,6.400826,2.8,21.829,0.00027,0.895517,79,1,0,0
PLVOLA,PLVOLA,PLVOLA76,76,1239,16,9,0.321027,1.4746,0,1.447176,6.203857,1.8,167.091,0.002069,0.895517,79,1,0,0
PLSAPO,PLSAPO,PLSAPO78,78,1242,16,9,0.435685,1.2328,0,2.090365,8.933884,2.6,12.322,0.000153,0.895517,79,1,0,0
PTSUNB,PTSUNB,PTSUNB77,77,1243,19,9,0.352526,1.267,0,1.929568,6.892562,2.4,89.107,0.001103,0.895517,79,1,0,0
PTPHOE,PTPHOE,PTPHOE77,77,1245,19,9,0.361977,1.4892,0,1.366777,5.769972,1.7,80.857,0.001001,0.895517,79,1,0,0
PTLEMA,PTLEMA,PTLEMA79,79,1247,19,9,0.378041,1.4527,0,1.447176,7.071625,1.8,114.993,0.001424,0.895517,79,1,0,0
PTFIRB,PTFIRB,PTFIRB72,72,1250,19,9,0.353086,1.4527,0,1.286379,7.245179,1.6,149.211,0.001847,0.895517,79,1,0,0
PTGRNP,PTGRNP,PTGRNP78,78,1258,19,9,0.367882,1.4965,0,1.447176,7.512397,1.8,175.573,0.002174,0.895517,79,1,0,0
AD5000,AD5000,AD500078,78,1813,7,9,0.39283,1.33,0,1.286379,13.395317,1.6,28.276,0.00035,0.895517,79,0,0,1
ADFOX,ADFOX,ADFOX75,75,1814,7,9,0.378641,1.0899,0,1.849169,8.87741,2.3,6.151,0.000076,0.895517,79,0,0,1
BW528I,BW528I,BW528I79,79,1815,8,9,0.509036,1.292,1,1.366777,21.356749,1.7,6.878,0.000085,0.895517,79,0,0,1
BW320I,BW320I,BW320I77,77,1816,8,9,0.434783,1.1392,0,1.527575,13.409091,1.9,23.604,0.000292,0.895517,79,0,0,1
DTB210,DTB210,DTB21079,79,1818,2,9,0.331802,1.0395,0,2.170764,6.320937,2.7,216.812,0.002684,0.895517,79,0,1,0
DTHN31,DTHN31,DTHN3179,79,1820,2,9,0.336788,1.0176,0,2.170764,6.651515,2.7,81.21,0.001005,0.895517,79,0,1,0
DTHLA5,DTHLA5,DTHLA579,79,1821,2,9,0.474752,1.071,0,1.929568,7.27135,2.4,53.949,0.000668,0.895517,79,0,1,0
DTHLG8,DTHLG8,DTHLG879,79,1822,2,9,0.583997,1.1895,0,1.607973,11.19697,2,12.116,0.00015,0.895517,79,0,1,0
FT128,FT128,FT12876,76,1823,17,9,0.316062,0.9796,0,1.688372,5.199725,2.1,8.439,0.000104,0.895517,79,0,0,1
FTSTRA,FTSTRA,FTSTRA79,79,1825,17,9,0.345,1.0465,0,2.251163,6.192837,2.8,12.285,0.000152,0.895517,79,0,0,1
FTBRAV,FTBRAV,FTBRAV78,78,1826,17,9,0.356846,1.1245,0,1.849169,8.444904,2.3,14.291,0.000177,0.895517,79,0,0,1
FTSPID,FTSPID,FTSPID75,75,1827,17,9,0.383929,1.0432,0,1.607973,10.924242,2,14.572,0.00018,0.895517,79,0,0,1
HDCIVI,HDCIVI,HDCIVI76,76,1828,3,9,0.322981,0.876,0,2.251163,5.026171,2.8,155.541,0.001926,0.895517,79,0,1,0
HDACCO,HDACCO,HDACCO76,76,1831,3,9,0.30867,1.0496,0,2.090365,8.767218,2.6,157.919,0.001955,0.895517,79,0,1,0
HDPREL,HDPREL,HDPREL79,79,1832,3,9,0.34188,1.053,0,2.009967,8.87741,2.5,39.831,0.000493,0.895517,79,0,1,0
MZSPOR,MZSPOR,MZSPOR79,79,1833,4,9,0.311284,1.1484,0,2.009967,7.568871,2.5,28.684,0.000355,0.895517,79,0,1,0
MZRTRY,MZRTRY,MZRTRY79,79,1834,4,9,0.425532,1.0985,0,1.366777,9.910468,1.7,54.853,0.000679,0.895517,79,0,1,0
MZGLC,MZGLC,MZGLC79,79,1835,4,9,0.332481,0.9856,0,2.41196,5.502755,3,72.601,0.000899,0.895517,79,0,1,0
MB240D,MB240D,MB240D74,74,1836,9,9,0.201299,1.337,0,2.170764,23.099174,2.7,11.066,0.000137,0.895517,79,0,0,1
MB300D,MB300D,MB300D75,75,1837,9,9,0.227474,1.3561,0,1.849169,29.610193,2.3,8.846,0.00011,0.895517,79,0,0,1
MB280E,MB280E,MB280E77,77,1838,9,9,0.401171,1.3561,0,1.125581,31.601928,1.4,1.577,0.00002,0.895517,79,0,0,1
MB450S,MB450S,MB450S74,74,1839,9,9,0.466321,1.554,0,0.964784,46.526171,1.2,4.162,0.000052,0.895517,79,0,0,1
PG504,PG504,PG50478,78,1841,14,9,0.290429,1.1682,0,1.366777,11.07438,1.7,1.951,0.000024,0.895517,79,0,0,1
PG504D,PG504D,PG504D77,77,1842,14,9,0.225397,1.2078,0,2.251163,12.451791,2.8,8.649,0.000107,0.895517,79,0,0,1
PS924,PS924,PS92479,79,1844,12,9,0.40529,1.139,0,1.366777,20.110193,1.7,8.345,0.000103,0.895517,79,0,0,1
PS911S,PS911S,PS911S79,79,1845,12,9,0.742981,1.0985,0,1.20598,31.625344,1.5,3.267,0.00004,0.895517,79,0,0,1
PS928,PS928,PS92879,79,1846,12,9,0.696565,1.3213,0,0.884385,45.296143,1.1,1.555,0.000019,0.895517,79,0,0,1
RNLECA,RNLECA,RNLECA77,77,1847,24,9,0.326393,0.852,0,2.090365,5.365014,2.6,17.732,0.00022,0.895517,79,0,0,1
SA99GL,SA99GL,SA99GL76,76,1848,11,9,0.425101,1.1591,0,1.527575,9.363636,1.9,2.818,0.000035,0.895517,79,0,0,1
SA900G,SA900G,SA900G79,79,1849,11,9,0.408922,1.2596,0,1.527575,12.876033,1.9,5.735,0.000071,0.895517,79,0,0,1
SBDL,SBDL,SBDL74,74,1850,5,9,0.316302,0.9796,0,2.331561,6.307163,2.9,10.217,0.000126,0.895517,79,0,1,0
TYCORO,TYCORO,TYCORO79,79,1852,1,9,0.28348,1.023,0,2.492359,5.858127,3.1,257.096,0.003183,0.895517,79,0,1,0
TYCORO,TYCORO,TYCORO78,78,1854,1,9,0.355731,1.155,0,1.447176,7.87741,1.8,36.57,0.000453,0.895517,79,0,1,0
TYCELI,TYCELI,TYCELI71,71,1855,1,9,0.362903,1.1136,0,1.447176,8.125344,1.8,146.653,0.001816,0.895517,79,0,1,0
TYCRES,TYCRES,TYCRES78,78,1856,1,9,0.383523,1.2395,1,1.447176,11.403581,1.8,11.91,0.000147,0.895517,79,0,1,0
VWBEET,VWBEET,VWBEET74,74,1857,7,9,0.223409,0.976,0,1.607973,9.366391,2,10.681,0.000132,0.895517,79,0,0,1
VWSCRC,VWSCRC,VWSCRC79,79,1858,7,9,0.376059,0.9984,0,1.929568,9.76584,2.4,26.014,0.000322,0.895517,79,0,0,1
VWRABB,VWRABB,VWRABB78,78,1859,7,9,0.373684,0.9984,0,2.009967,8.001377,2.5,47.965,0.000594,0.895517,79,0,0,1
VWDASH,VWDASH,VWDASH74,74,1861,7,9,0.364486,1.0899,0,1.849169,10.217631,2.3,24.468,0.000303,0.895517,79,0,0,1
VV244D,VV244D,VV244D79,79,1864,6,9,0.343392,1.2931,0,1.527575,10.309917,1.9,15.689,0.000194,0.895517,79,0,0,1
VV264G,VV264G,VV264G79,79,1865,6,9,0.341526,1.2931,0,1.20598,15.282369,1.5,9.479,0.000117,0.895517,79,0,0,1
AMSPIR,AMSPIR,AMSPIR79,79,1261,15,10,0.318471,1.2024,0,1.456064,5.467233,2.2,49.723,0.000604,0.910506,80,1,0,0
AMCONC,AMCONC,AMCONC78,78,1263,15,10,0.331858,1.3135,0,1.456064,6.333738,2.2,64.991,0.000789,0.910506,80,1,0,0
AMPACE,AMPACE,AMPACE79,79,1265,15,10,0.317763,1.3398,0,1.125141,6.561893,1.7,2.083,0.000025,0.910506,80,1,0,0
AMEAGL,AMEAGL,AMEAGL80,80,1267,15,10,0.289855,1.3464,0,1.058956,9.002427,1.6,32.641,0.000396,0.910506,80,1,0,0
BKSKYH,BKSKYH,BKSKYH75,75,1268,19,10,0.399419,1.17,0,0.992771,6.324029,1.5,5.388,0.000065,0.910506,80,1,0,0
BKSKYL,BKSKYL,BKSKYL80,80,1269,19,10,0.369155,1.2376,0,1.588434,6.660194,2.4,175.741,0.002134,0.910506,80,1,0,0
BKCENT,BKCENT,BKCENT75,75,1271,19,10,0.354153,1.4308,0,1.058956,7.109223,1.6,145.894,0.001771,0.910506,80,1,0,0
BKREGA,BKREGA,BKREGA79,79,1274,19,10,0.35313,1.46,0,1.058956,7.895631,1.6,199.207,0.002418,0.910506,80,1,0,0
BKLSAB,BKLSAB,BKLSAB76,76,1276,19,10,0.326506,1.7004,0,1.191325,8.42233,1.8,88.504,0.001074,0.910506,80,1,0,0
BKELCT,BKELCT,BKELCT80,80,1281,19,10,0.349357,1.7238,1,1.125141,11.626214,1.7,62.717,0.000761,0.910506,80,1,0,0
BKRIVE,BKRIVE,BKRIVE77,77,1284,19,10,0.440407,1.5111,1,0.992771,14.126214,1.5,42.917,0.000521,0.910506,80,1,0,0
CDSEVI,CDSEVI,CDSEVI80,80,1285,19,10,0.268474,1.476,1,1.38988,24.850728,2.1,34.709,0.000421,0.910506,80,1,0,0
CDFLTW,CDFLTW,CDFLTW80,80,1287,19,10,0.366569,1.5785,1,0.860402,18.88835,1.3,126.151,0.001532,0.910506,80,1,0,0
CDELDR,CDELDR,CDELDR80,80,1291,19,10,0.380977,1.5785,1,0.926586,19.588592,1.4,54.142,0.000657,0.910506,80,1,0,0
CVCHEV,CVCHEV,CVCHEV79,79,1293,19,10,0.341797,1.0292,0,1.720803,5.747573,2.6,373.988,0.00454,0.910506,80,1,0,0
CVCITA,CVCITA,CVCITA80,80,1294,19,10,0.369307,1.2213,0,1.588434,6.737864,2.4,374.706,0.004549,0.910506,80,1,0,0
CVMONZ,CVMONZ,CVMONZ77,77,1296,19,10,0.328621,1.188,0,1.456064,5.379854,2.2,150.32,0.001825,0.910506,80,1,0,0
CVMALI,CVMALI,CVMALI80,80,1298,19,10,0.383206,1.3896,0,1.323695,6.816748,2,267.732,0.00325,0.910506,80,1,0,0
